시도,시군구,시설유형(소),시설명,연락처
서울특별시,강동구,양로시설,소리마을노인홈,02-473-6691
서울특별시,강동구,양로시설,시립고덕양로원,02-441-8886
서울특별시,강동구,노인요양시설,강일성모노인요양원,24269663
서울특별시,강동구,노인요양시설,마더노인요양센터,24736533
서울특별시,강동구,노인요양시설,강동힐링요양원,24854701
서울특별시,강동구,노인요양시설,성암장수마을,02-489-2081
서울특별시,강동구,노인요양시설,벨포레스트,1020433113
서울특별시,강동구,노인요양시설,그랜드너싱홈,02-472-0998
서울특별시,강동구,노인요양시설,서울케어링하우스,264289088
서울특별시,강동구,노인요양시설,대한연세요양원,24261000
서울특별시,강동구,노인요양시설,강동노인복지관 치매요양원,02-474-6900
서울특별시,강동구,노인요양공동생활가정,늘편한요양원,24743033
서울특별시,강동구,노인요양공동생활가정,강동천호실버센터1호,24830707
서울특별시,강동구,노인요양공동생활가정,정원실버요양원 2호점,02-470-1723
서울특별시,강동구,노인요양공동생활가정,강동천호실버센터2호,24830707
서울특별시,강동구,노인요양공동생활가정,흰돌장기요양센터3호점,24816562
서울특별시,강동구,노인요양공동생활가정,늘편한요양센터2호,24743135
서울특별시,강동구,노인요양공동생활가정,흰돌장기요양센터2호점,02-481-6562
서울특별시,강동구,노인요양공동생활가정,(A+)강동포도나무요양원 1호점,24276888
서울특별시,강동구,노인요양공동생활가정,늘편한요양센터,02)475-3035
서울특별시,강동구,노인요양공동생활가정,은혜요양원,02-481-3038
서울특별시,강동구,노인요양공동생활가정,(A+)강동포도나무요양원 2호점,24276888
서울특별시,강동구,노인요양공동생활가정,정원실버요양원,02-470-1723
서울특별시,강동구,노인요양공동생활가정,흰돌장기요양센터1호점,02-481-6562
서울특별시,강동구,노인복지관,서울특별시립강동노인종합복지관,02-442-1026
서울특별시,강동구,노인복지관,강릉노인종합복지관,02-442-1026
서울특별시,강동구,노인복지관,성가정노인종합복지관,02-481-2217
서울특별시,강동구,노인복지관,강동구립 해공노인복지관,02-478-0601
서울특별시,강동구,재가노인복지시설,다사랑방문요양센터,24770355
서울특별시,강동구,재가노인복지시설,청연재가노인복지센터,24760017
서울특별시,강동구,재가노인복지시설,강동어르신돌봄지원센터,02-429-1082
서울특별시,강동구,재가노인복지시설,(주)롱라이프그린케어 선사노인복지센터,02-441-5482
서울특별시,강동구,재가노인복지시설,죽헌 미르데이센터(강동2호),02-489-6656
서울특별시,강동구,재가노인복지시설,아들과딸 강동천호 주간보호센터,24767080
서울특별시,강동구,재가노인복지시설,성내주간보호센터,02-478-2555
서울특별시,강동구,재가노인복지시설,해돋이재가복지센터,263680334
서울특별시,강동구,재가노인복지시설,강동구립 해공데이케어센터,02-478-0601
서울특별시,강동구,재가노인복지시설,강동희망요양센터2호점,269536385
서울특별시,강동구,재가노인복지시설,(한사랑) 재가방문요양센터,24867890
서울특별시,강동구,재가노인복지시설,"""반석""데이케어센터",24774268
서울특별시,강동구,재가노인복지시설,효재가복지센터,24304805
서울특별시,강동구,재가노인복지시설,강동실버사랑,02-318-8008
서울특별시,강동구,재가노인복지시설,(주)KB골든라이프케어 강동케어센터,221355465
서울특별시,강동구,재가노인복지시설,굿하트강동 재가복지센터,24427090
서울특별시,강동구,재가노인복지시설,행복한세상복지센터,264053452
서울특별시,강동구,재가노인복지시설,강동믿음재가복지센터,24738060
서울특별시,강동구,재가노인복지시설,좋은아침재가복지센터,24425670
서울특별시,강동구,재가노인복지시설,죽헌 미르데이센터(강동1호),02-475-8808
서울특별시,강동구,재가노인복지시설,노인돌봄센터 엄마를부탁해,24848890
서울특별시,강동구,재가노인복지시설,천호재가노인지원센터,02-482-3810
서울특별시,강동구,재가노인복지시설,시립강동노인복지관 데이케어센터,02-426-2048
서울특별시,강동구,재가노인복지시설,둔촌데이케어센터,24791890
서울특별시,강동구,재가노인복지시설,강동 늘푸른 방문요양센터,24270037
서울특별시,강동구,재가노인복지시설,재단법인 서울특별시 사회서비스원 강동종합재가센터,24837111
서울특별시,강동구,재가노인복지시설,둥지 방문요양센터,24298581
서울특별시,강동구,재가노인복지시설,이레 재가방문요양센터,24703004
서울특별시,강동구,재가노인복지시설,강일데이케어센터,264230016
서울특별시,강동구,재가노인복지시설,가온데이케어센터,02-489-0993
서울특별시,강동구,재가노인복지시설,사랑배달 재가노인복지센터,24884858
서울특별시,강동구,재가노인복지시설,재가노인지원센터,02-489-2053
서울특별시,강동구,재가노인복지시설,''(A+)''부모사랑복지센터,02-426-0091
서울특별시,강동구,재가노인복지시설,1288참사랑실버복지센터,24741288
서울특별시,강동구,재가노인복지시설,행복 데이케어센터,24415565
서울특별시,강동구,재가노인복지시설,늘편한 재가노인복지센터,24743033
서울특별시,강동구,재가노인복지시설,은혜재가복지센터,24269555
서울특별시,강동구,재가노인복지시설,리조이스재가방문센타,221354283
서울특별시,강동구,재가노인복지시설,천호동성당데이케어센터,24719973
서울특별시,강동구,재가노인복지시설,효순데이케어센터,24789988
서울특별시,강동구,재가노인복지시설,다올림 노인복지재가센터,24298250
서울특별시,강동구,재가노인복지시설,샬롬케어 방문요양센터,263691254
서울특별시,강동구,재가노인복지시설,강동맘편한 방문요양센터,24261434
서울특별시,강동구,재가노인복지시설,효심재가요양센터,02-484-3340
서울특별시,강동구,재가노인복지시설,(주)롱라이프엘더가든 강동노인복지센터,02-441-6512
서울특별시,강동구,재가노인복지시설,더사랑방문요양센터,24151503
서울특별시,강동구,재가노인복지시설,강동 어르신 방문요양센터,24851006
서울특별시,강동구,재가노인복지시설,9학년데이케어센터(재활),269569897
서울특별시,강동구,재가노인복지시설,인애재가노인복지센터,24889490
서울특별시,강동구,재가노인복지시설,성내데이케어센터,24872592
서울특별시,강동구,노인일자리지원기관,강동시니어클럽,02-6713-3779
서울특별시,강북구,노인요양시설,가족사랑요양원,29998334
서울특별시,강북구,노인요양시설,푸른요양원1호점,02-999-2234
서울특별시,강북구,노인요양시설,강북실버종합복지센터,02-984-0300
서울특별시,강북구,노인요양시설,강북노인전문요양원,02-900-8957
서울특별시,강북구,노인요양시설,e-포근한 요양원,02-989-9987
서울특별시,강북구,노인요양시설,봄날북한산요양원,29915111
서울특별시,강북구,노인요양시설,푸른요양원2호점,29992234
서울특별시,강북구,노인요양시설,길재활요양원,29926993
서울특별시,강북구,노인요양공동생활가정,북부성모요양원,29926629
서울특별시,강북구,노인요양공동생활가정,사랑나눔요양원2,29991366
서울특별시,강북구,노인요양공동생활가정,참사랑노인요양센터,02-981-1212
서울특별시,강북구,노인요양공동생활가정,가온요양원2,02-907-1117
서울특별시,강북구,노인요양공동생활가정,참사랑노인요양센터,02-981-1212
서울특별시,강북구,노인요양공동생활가정,강북효심요양원1,29878879
서울특별시,강북구,노인요양공동생활가정,거목실버홈,29047782
서울특별시,강북구,노인요양공동생활가정,뜰안채실버요양공동생활가정,02-3491-1849
서울특별시,강북구,노인요양공동생활가정,가인요양원,29905556
서울특별시,강북구,노인요양공동생활가정,강북유진복지센터,02-982-8878
서울특별시,강북구,노인요양공동생활가정,민영요양센터2,29877600
서울특별시,강북구,노인요양공동생활가정,행복한노인요양원1,29026400
서울특별시,강북구,노인요양공동생활가정,효노인복지센터,02-946-1313
서울특별시,강북구,노인요양공동생활가정,거목노인요양원,02-904-7782
서울특별시,강북구,노인요양공동생활가정,강북효심요양원2,02-987-8879
서울특별시,강북구,노인요양공동생활가정,행복한노인요양원2,02-902-6400
서울특별시,강북구,노인요양공동생활가정,강북하루정요양원,29071235
서울특별시,강북구,노인요양공동생활가정,거목요양홈,29047782
서울특별시,강북구,노인요양공동생활가정,가족사랑노인요양센터,29948655
서울특별시,강북구,노인요양공동생활가정,햇살요양원,29003878
서울특별시,강북구,노인요양공동생활가정,민영요양센터,02-987-7600
서울특별시,강북구,노인요양공동생활가정,가온요양원1,02-6959-8078
서울특별시,강북구,노인요양공동생활가정,참햇살요양원,29003878
서울특별시,강북구,노인요양공동생활가정,강북중앙요양원,29971388
서울특별시,강북구,노인요양공동생활가정,행복한노인요양원3,29026400
서울특별시,강북구,노인복지관,강북노인종합복지관,02-999-9179
서울특별시,강북구,노인교실,강북50플러스센터,1079377137
서울특별시,강북구,재가노인복지시설,정겨운재가복지센터,29808648
서울특별시,강북구,재가노인복지시설,찾아가는 효심노인복지센터,02-985-8877
서울특별시,강북구,재가노인복지시설,"""강북햇살데이케어센터""",02-994-7247
서울특별시,강북구,재가노인복지시설,우리재가방문요양센터,29808331
서울특별시,강북구,재가노인복지시설,늘사랑 요양복지센터,7087967222
서울특별시,강북구,재가노인복지시설,수유데이케어센터,29458846
서울특별시,강북구,재가노인복지시설,미아실버데이케어센터,29879955
서울특별시,강북구,재가노인복지시설,실버벨재가복지센터,263970929
서울특별시,강북구,재가노인복지시설,큰사랑재가복지센터,29415006
서울특별시,강북구,재가노인복지시설,슬기재활재가간호센터,264499355
서울특별시,강북구,재가노인복지시설,가족사랑방문요양복지센터,29034677
서울특별시,강북구,재가노인복지시설,강북재가복지센터,29898992
서울특별시,강북구,재가노인복지시설,가온요양원1주야간,02-6959-8078
서울특별시,강북구,재가노인복지시설,강북중앙복지센터,29971388
서울특별시,강북구,재가노인복지시설,나눔플러스재가복지센터,29890225
서울특별시,강북구,재가노인복지시설,사회적협동조합강북나눔돌봄센터,29841416
서울특별시,강북구,재가노인복지시설,(A+)사랑나무방문요양센터,29912576
서울특별시,강북구,재가노인복지시설,예닮데이케어센터,29982866
서울특별시,강북구,재가노인복지시설,고운마음재가요양센터,29461008
서울특별시,강북구,재가노인복지시설,거목노인요양원,29047782
서울특별시,강북구,재가노인복지시설,강북재가노인지원센터,02-945-9988
서울특별시,강북구,재가노인복지시설,삼동재가방문요양센터,02-987-1064
서울특별시,강북구,재가노인복지시설,시립강북노인종합복지관병설 강북노인주간보호센터,02-992-6784
서울특별시,강북구,재가노인복지시설,효엔재가복지센터,29883288
서울특별시,강북구,재가노인복지시설,효드림노인재가복지센터,29821117
서울특별시,강북구,재가노인복지시설,두드림노인복지센터,29941008
서울특별시,강북구,재가노인복지시설,'힐링'재가복지센터,29990110
서울특별시,강북구,재가노인복지시설,유케어강북센터,260940808
서울특별시,강북구,재가노인복지시설,강북희망데이케어센터,29956090
서울특별시,강북구,재가노인복지시설,(주)휴복지법인 주간보호센터,29089865
서울특별시,강북구,재가노인복지시설,사랑나눔데이케어센터,29991366
서울특별시,강북구,재가노인복지시설,사회복지법인 운가자비원 운가데이케어센터,02-903-1720
서울특별시,강북구,재가노인복지시설,강북실버데이케어센터,29861217
서울특별시,강북구,재가노인복지시설,비타민재가복지센터,29825525
서울특별시,강북구,재가노인복지시설,(주)실버웨이복지법인 강북노인복지센터,216002873
서울특별시,강북구,재가노인복지시설,참사랑노인요양센터,02-981-1212
서울특별시,강북구,재가노인복지시설,강북THE행복한데이케어센터,29897421
서울특별시,강북구,재가노인복지시설,(사)우이데이케어센터,02-998-6000
서울특별시,강북구,재가노인복지시설,강북해오름데이케어센터,29920077
서울특별시,강북구,재가노인복지시설,번동힐데이케어센터,29803891
서울특별시,강북구,재가노인복지시설,강북노인복지센터,02-981-5004
서울특별시,강북구,재가노인복지시설,강북 효사랑 재가복지센터,29988891
서울특별시,강북구,재가노인복지시설,이레재가방문센터,02-913-1842
서울특별시,강북구,재가노인복지시설,강북하루정요양원,29071236
서울특별시,강북구,재가노인복지시설,조은노인복지센터,29812997
서울특별시,강북구,재가노인복지시설,대은가정봉사원파견센터,29855534
서울특별시,강북구,재가노인복지시설,찾아가는 행복노인복지센터,02-999-1002
서울특별시,강북구,재가노인복지시설,가족사랑노인요양센터,02-994-8655
서울특별시,강북구,재가노인복지시설,번동데이케어센터,02-980-3004
서울특별시,강북구,재가노인복지시설,행복한재가복지센터,264657333
서울특별시,강북구,재가노인복지시설,드림재가복지센터,29757068
서울특별시,강북구,재가노인복지시설,도담재가요양센터,29821005
서울특별시,강북구,재가노인복지시설,더 나눔재가복지센터,263696255
서울특별시,강북구,재가노인복지시설,서진재가복지센터,29065588
서울특별시,강북구,재가노인복지시설,효노인복지센터,02-946-1313
서울특별시,강북구,재가노인복지시설,수유실버데이케어센터,02-993-4020
서울특별시,강북구,재가노인복지시설,닮터데이케어센터,29880997
서울특별시,강북구,재가노인복지시설,가족같은재가복지센터,29840101
서울특별시,강북구,재가노인복지시설,부모사랑방문복지센터,29003004
서울특별시,강북구,재가노인복지시설,번동데이케어센터,29803004
서울특별시,강북구,재가노인복지시설,기억튼튼재활전문데이케어센터(강북점),29851311
서울특별시,강북구,재가노인복지시설,갓사랑노인재가복지센터,29915004
서울특별시,강서구,양로시설,쟌쥬강의 집,226022472
서울특별시,강서구,노인복지주택,그레이스힐,02-3660-1510
서울특별시,강서구,노인복지주택,서울시니어스타워(주)강서본부,02-2659-1100
서울특별시,강서구,노인복지주택,서울시니어스타워(주)가양본부,02-3660-7700
서울특별시,강서구,노인요양시설,시니어스 너싱홈,02-3660-7630
서울특별시,강서구,노인요양시설,봄날서울요양원,02-2661-8600
서울특별시,강서구,노인요양시설,수명산요양원,226617300
서울특별시,강서구,노인요양시설,늘푸른요양원,226675500
서울특별시,강서구,노인요양시설,선화요양원,226551888
서울특별시,강서구,노인요양시설,마곡수요양원,269520405
서울특별시,강서구,노인요양시설,봄날강서요양원,226616600
서울특별시,강서구,노인요양시설,호선실버센터,02-2662-6712
서울특별시,강서구,노인요양시설,참사랑실버케어,220651295
서울특별시,강서구,노인요양시설,봄날실버센터,226658057
서울특별시,강서구,노인요양시설,경희요양원,226678700
서울특별시,강서구,노인요양시설,한마음노인전문요양원,02-2607-7315
서울특별시,강서구,노인요양시설,나오미요양원,220885712
서울특별시,강서구,노인요양시설,요안나요양원,226946699
서울특별시,강서구,노인요양시설,행복마지요양원,226763275
서울특별시,강서구,노인요양시설,한가람요양원,226450558
서울특별시,강서구,노인요양시설,강서사랑요양원,221353710
서울특별시,강서구,노인요양시설,백영실버스테이,226636090
서울특별시,강서구,노인요양시설,햇살요양원,02-3665-7772
서울특별시,강서구,노인요양시설,행복한 집,02-2662-1815
서울특별시,강서구,노인요양시설,한솔요양원,269520405
서울특별시,강서구,노인요양시설,천사노인요양원,02-2602-2443
서울특별시,강서구,노인요양공동생활가정,강서미소요양원,226657800
서울특별시,강서구,노인요양공동생활가정,푸른요양원,070-4550-3308
서울특별시,강서구,노인요양공동생활가정,푸른솔요양원,070-4550-3306
서울특별시,강서구,노인요양공동생활가정,맑은요양원,236642012
서울특별시,강서구,노인요양공동생활가정,강서실버요양원,226678890
서울특별시,강서구,노인요양공동생활가정,케어콜요양원,02-2692-8888
서울특별시,강서구,노인요양공동생활가정,가족사랑노인요양원,226086388
서울특별시,강서구,노인요양공동생활가정,성심노인요양원,236632202
서울특별시,강서구,노인요양공동생활가정,밝은햇살요양원,226080410
서울특별시,강서구,노인요양공동생활가정,온누리요양원,02-2692-8888
서울특별시,강서구,노인요양공동생활가정,솔요양원,02-2645-4454
서울특별시,강서구,노인요양공동생활가정,새마음요양원,02-3662-5978
서울특별시,강서구,노인요양공동생활가정,다복요양원,02-2605-5976
서울특별시,강서구,노인요양공동생활가정,희망요양원,02-3663-5978
서울특별시,강서구,노인복지관,강서구립화곡노인복지센터,02-2605-6900
서울특별시,강서구,노인복지관,서울시립강서노인종합복지관,02-3664-0322
서울특별시,강서구,노인복지관,강서구립봉제산노인복지센터,02-2605-1553
서울특별시,강서구,노인복지관,독거노인원스탑지원센터,02-3664-0322
서울특별시,강서구,노인복지관,강서구립연지노인복지센터,02-2605-7501
서울특별시,강서구,노인복지관,강서구립곰달래어르신복지센터,02-2699-8264
서울특별시,강서구,노인교실,강서50플러스센터,262955069
서울특별시,강서구,재가노인복지시설,바른재가복지센터,216007610
서울특별시,강서구,재가노인복지시설,우장산의료기,226909119
서울특별시,강서구,재가노인복지시설,강서재가노인지원센터,226648799
서울특별시,강서구,재가노인복지시설,서울시사회서비스원 강서종합재가센터,267357000
서울특별시,강서구,재가노인복지시설,국민재가복지센터,236639119
서울특별시,강서구,재가노인복지시설,강서노인주간보호,02-3664-8805
서울특별시,강서구,재가노인복지시설,엘림재가센터,226623353
서울특별시,강서구,재가노인복지시설,참사랑재가노인지원센터,02-2606-9559
서울특별시,강서구,재가노인복지시설,화곡본동성당데이케어센터,02-2606-4123
서울특별시,강서구,재가노인복지시설,시립 강서노인복지관 데이케어센터,070-7090-5451
서울특별시,강서구,재가노인복지시설,경희데이케어센터,226675800
서울특별시,강서구,재가노인복지시설,엔젤리아데이케어센터,236625004
서울특별시,강서구,재가노인복지시설,성주재가복지센터,226672400
서울특별시,강서구,재가노인복지시설,꽃피는재가복지센터,226901003
서울특별시,강서구,재가노인복지시설,훼미피아데이케어센터,02-3665-6785
서울특별시,강서구,재가노인복지시설,사랑모아데이케어센터,220630079
서울특별시,강서구,재가노인복지시설,한양실버복지센터,260141698
서울특별시,강서구,재가노인복지시설,가나홈시니어재가복지센터,263399587
서울특별시,강서구,재가노인복지시설,사회적협동조합 강서나눔돌봄재가센터,02-2065-1584
서울특별시,강서구,재가노인복지시설,봄 연세데이케어센터,264983535
서울특별시,강서구,재가노인복지시설,강서희망데이케어센터,226678890
서울특별시,강서구,재가노인복지시설,강서샬롬데이케어센터,226636531
서울특별시,강서구,재가노인복지시설,효마을재가방문요양센터,7076245407
서울특별시,강서구,재가노인복지시설,99팔팔재가노인복지센터,1027819070
서울특별시,강서구,재가노인복지시설,신강서재가복지센터,226082004
서울특별시,강서구,재가노인복지시설,가양5데이케어센터,02-2668-1623
서울특별시,강서구,재가노인복지시설,푸른솔 재가복지센터,226582087
서울특별시,강서구,재가노인복지시설,해든데이케어센터,220658843
서울특별시,강서구,재가노인복지시설,케세라(주),7046396788
서울특별시,강서구,재가노인복지시설,사랑방재가방문요양센터,226445409
서울특별시,강서구,재가노인복지시설,우리모두데이케어센터,02-691-8756
서울특별시,강서구,재가노인복지시설,효사랑재가복지센터,226619989
서울특별시,강서구,재가노인복지시설,봄봄재가요양센터,226616588
서울특별시,강서구,재가노인복지시설,강서데이케어센터,236623247
서울특별시,강서구,재가노인복지시설,강서실버 재가복지센터,226988288
서울특별시,강서구,재가노인복지시설,강서재활전문데이케어센터,23376532
서울특별시,강서구,재가노인복지시설,(weforyou)위포유재활데이케어센터,263687330
서울특별시,강서구,재가노인복지시설,강서실버데이케어센터,226955690
서울특별시,강서구,재가노인복지시설,햇살재가복지센터,236631366
서울특별시,강서구,재가노인복지시설,돌보인 방문요양센터 강서점,226072937
서울특별시,강서구,재가노인복지시설,강서구립 봉제산데이케어센터,02-2605-1555
서울특별시,강서구,재가노인복지시설,A+효담라이프케어 강서데이케어센터,269569982
서울특별시,강서구,재가노인복지시설,강서힐링데이케어센터,263388500
서울특별시,강서구,재가노인복지시설,(주)롱라이프그린케어 강서재가노인복지센터,02-2665-6512
서울특별시,강서구,재가노인복지시설,참조은 데이케어센터,226643971
서울특별시,강서구,재가노인복지시설,봄날 재가요양센터,7075851621
서울특별시,강서구,재가노인복지시설,초록마을재가복지센터,260102054
서울특별시,강서구,재가노인복지시설,강서나래재가복지센터,226990477
서울특별시,강서구,재가노인복지시설,강서중앙데이케어센터,226632223
서울특별시,강서구,재가노인복지시설,한마음재가복지센터,226651151
서울특별시,강서구,재가노인복지시설,강서시니어스주야간보호센터,02-2660-3800
서울특별시,강서구,재가노인복지시설,토탈방문간호 재가노인복지센터,7086721751
서울특별시,강서구,재가노인복지시설,곽재가복지센터,236619038
서울특별시,강서구,재가노인복지시설,힐링재가센터,226011111
서울특별시,강서구,재가노인복지시설,재단법인 서울특별시 사회서비스원 강서구립 든든데이케어센터,226612279
서울특별시,강서구,재가노인복지시설,이도재가복지센터,226660301
서울특별시,강서구,재가노인복지시설,천사가족(+)재가복지센터,236639989
서울특별시,강서구,재가노인복지시설,서울시니어스타워(주),02-3660-7792
서울특별시,강서구,재가노인복지시설,두레재가복지센터,236617041
서울특별시,강서구,재가노인복지시설,대한재가복지센터,226952966
서울특별시,강서구,재가노인복지시설,함께하는재가복지센터,226552062
서울특별시,강서구,재가노인복지시설,나누리재가노인복지센터,02-2666-4145
서울특별시,강서구,재가노인복지시설,강서구립 연지데이케어센터,02-2605-7503
서울특별시,강서구,재가노인복지시설,하나재가노인복지센터,7082497142
서울특별시,강서구,재가노인복지시설,늘푸른주야간보호센터,226675500
서울특별시,강서구,재가노인복지시설,아름다운은빛재가노인복지센터,267351123
서울특별시,강서구,노인일자리지원기관,강서시니어클럽,226666080
서울특별시,관악구,노인요양시설,당신의 의자 요양원,28645400
서울특별시,관악구,노인요양시설,관악노인종합사회복지관 병설 관악치매전문요양센터,02-888-6958
서울특별시,관악구,노인요양시설,동명노인복지쎈타,02-875-2770
서울특별시,관악구,노인요양시설,나은요양원,28567339
서울특별시,관악구,노인요양시설,미성요양원,02-856-8009
서울특별시,관악구,노인요양시설,삼성요양원,28751212
서울특별시,관악구,노인요양시설,관악실버케어,28753114
서울특별시,관악구,노인요양시설,강남한보리전문요양원,28615050
서울특별시,관악구,노인요양시설,법화노인요양원,02-855-0202
서울특별시,관악구,노인요양시설,서울숲요양원,02-858-4501
서울특별시,관악구,노인요양공동생활가정,엔젤요양원,28655522
서울특별시,관악구,노인요양공동생활가정,벧엘의집요양원2,28564382
서울특별시,관악구,노인요양공동생활가정,은빛요양원1,28888833
서울특별시,관악구,노인요양공동생활가정,동명노인요양공동생활가정,02-875-2770
서울특별시,관악구,노인요양공동생활가정,다원요양원,28586690
서울특별시,관악구,노인요양공동생활가정,벧엘의집요양원,28564382
서울특별시,관악구,노인요양공동생활가정,인애요양원,02-883-9430
서울특별시,관악구,노인요양공동생활가정,난향요양원2,28666022
서울특별시,관악구,노인요양공동생활가정,가나안요양원,02-884-8119
서울특별시,관악구,노인요양공동생활가정,중앙요양원,28867757
서울특별시,관악구,노인요양공동생활가정,다원요양센터,28586690
서울특별시,관악구,노인요양공동생활가정,신림요양원 1,28575882
서울특별시,관악구,노인요양공동생활가정,효사랑요양원,28821592
서울특별시,관악구,노인요양공동생활가정,명지요양원,28780890
서울특별시,관악구,노인요양공동생활가정,나눔요양원,28626757
서울특별시,관악구,노인요양공동생활가정,한보리노인요양센타,02-830-0678
서울특별시,관악구,노인요양공동생활가정,에덴요양원,28664801
서울특별시,관악구,노인요양공동생활가정,관악실버케어Ⅰ,02-875-3114
서울특별시,관악구,노인요양공동생활가정,난향요양원1,28666021
서울특별시,관악구,노인요양공동생활가정,은빛요양원Ⅱ,28888833
서울특별시,관악구,노인요양공동생활가정,신림요양원 2,02-857-5882
서울특별시,관악구,노인복지관,관악노인종합복지관,02-888-6144
서울특별시,관악구,노인복지관,관악시니어클럽,874-9295
서울특별시,관악구,노인교실,청춘아카데미,28750354
서울특별시,관악구,재가노인복지시설,스마일시니어요양센터,7046105295
서울특별시,관악구,재가노인복지시설,두드림데이케어센터,28761117
서울특별시,관악구,재가노인복지시설,유케어G,28778910
서울특별시,관악구,재가노인복지시설,나눔재활데이케어센터,28516757
서울특별시,관악구,재가노인복지시설,스마일시니어방문요양센터,7046105351
서울특별시,관악구,재가노인복지시설,신림다사랑노인복지센터,011-269-9970
서울특별시,관악구,재가노인복지시설,상록재가노인지원센터,02-521-7097
서울특별시,관악구,재가노인복지시설,수호데이케어센터,02-6402-7763
서울특별시,관악구,재가노인복지시설,남부데이케어센터,28616145
서울특별시,관악구,재가노인복지시설,다솜방문요양센터,220398289
서울특별시,관악구,재가노인복지시설,늘봄복지용구,1074333636
서울특별시,관악구,재가노인복지시설,효드림데이케어센터,28821593
